State,year_month,pdsi
IN,2006-01,0.2
IN,2006-02,-0.24
IN,2006-03,0.68
IN,2006-04,0.57
IN,2006-05,0.98
IN,2006-06,1.01
IN,2006-07,1.34
IN,2006-08,1.9
IN,2006-09,2.61
IN,2006-10,3.76
IN,2006-11,3.88
IN,2006-12,4.35
IN,2007-01,4.78
IN,2007-02,4.42
IN,2007-03,-0.27
IN,2007-04,-0.02
IN,2007-05,-1.14
IN,2007-06,-1.55
IN,2007-07,-1.76
IN,2007-08,-1.49
IN,2007-09,-1.88
IN,2007-10,-1.78
IN,2007-11,-2.08
IN,2007-12,0.7
IN,2008-01,0.94
IN,2008-02,2.05
IN,2008-03,3.17
IN,2008-04,2.61
IN,2008-05,3.06
IN,2008-06,3.73
IN,2008-07,3.67
IN,2008-08,2.85
IN,2008-09,2.81
IN,2008-10,2.36
IN,2008-11,1.73
IN,2008-12,2.39
IN,2009-01,1.86
IN,2009-02,1.96
IN,2009-03,1.47
IN,2009-04,2.08
IN,2009-05,2.4
IN,2009-06,2.39
IN,2009-07,2.69
IN,2009-08,2.84
IN,2009-09,2.62
IN,2009-10,4.28
IN,2009-11,-0.23
IN,2009-12,0.28
IN,2010-01,-0.32
IN,2010-02,-0.59
IN,2010-03,-0.84
IN,2010-04,-1.33
IN,2010-05,0.35
IN,2010-06,1.64
IN,2010-07,1.57
IN,2010-08,-0.78
IN,2010-09,-1.6
IN,2010-10,-2.4
IN,2010-11,-2.06
IN,2010-12,-2.45
IN,2011-01,-2.58
IN,2011-02,0.93
IN,2011-03,0.75
IN,2011-04,2.92
IN,2011-05,3.45
IN,2011-06,3.52
IN,2011-07,2.53
IN,2011-08,1.78
IN,2011-09,2.54
IN,2011-10,2.61
IN,2011-11,3.6
IN,2011-12,4.01
IN,2012-01,3.97
IN,2012-02,-0.34
IN,2012-03,-1.31
IN,2012-04,-1.9
IN,2012-05,-2.53
IN,2012-06,-3.53
IN,2012-07,-4.45
IN,2012-08,-0.04
IN,2012-09,0.7
IN,2012-10,1.07
IN,2012-11,0.2
IN,2012-12,0.07
IN,2013-01,0.94
IN,2013-02,0.87
IN,2013-03,0.44
IN,2013-04,1.44
IN,2013-05,0.98
IN,2013-06,1.79
IN,2013-07,-0.11
IN,2013-08,-0.7
IN,2013-09,-0.78
IN,2013-10,0.45
IN,2013-11,0.52
IN,2013-12,1.25
IN,2014-01,1.1
IN,2014-02,1.21
IN,2014-03,0.56
IN,2014-04,1.22
IN,2014-05,1.05
IN,2014-06,1.5
IN,2014-07,1.46
IN,2014-08,2.18
IN,2014-09,2.38
IN,2014-10,3.01
IN,2014-11,3.21
IN,2014-12,2.92
IN,2015-01,2.52
IN,2015-02,1.92
IN,2015-03,1.84
IN,2015-04,1.96
IN,2015-05,1.52
IN,2015-06,3.43
IN,2015-07,4.23
IN,2015-08,3.69
IN,2015-09,3.02
IN,2015-10,2.58
IN,2015-11,2.36
IN,2015-12,3.05
KS,1992-01,1.02
KS,1992-02,-0.13
KS,1992-03,0.0
KS,1992-04,-0.5
KS,1992-05,-1.01
KS,1992-06,0.8
KS,1992-07,2.27
KS,1992-08,3.02
KS,1992-09,2.77
KS,1992-10,2.72
KS,1992-11,3.87
KS,1992-12,4.42
KS,1993-01,4.84
KS,1993-02,5.41
KS,1993-03,5.37
KS,1993-04,4.97
KS,1993-05,5.67
KS,1993-06,5.45
KS,1993-07,7.46
KS,1993-08,7.8
KS,1993-09,7.9
KS,1993-10,7.18
KS,1993-11,6.78
KS,1993-12,6.35
KS,1994-01,6.01
KS,1994-02,5.7
KS,1994-03,4.58
KS,1994-04,5.23
KS,1994-05,3.82
KS,1994-06,2.96
KS,1994-07,3.26
KS,1994-08,2.74
KS,1994-09,1.87
KS,1994-10,1.73
KS,1994-11,1.95
KS,1994-12,1.77
KS,1995-01,1.74
KS,1995-02,1.14
KS,1995-03,1.13
KS,1995-04,1.39
KS,1995-05,3.86
KS,1995-06,4.07
KS,1995-07,4.09
KS,1995-08,3.88
KS,1995-09,-0.01
KS,1995-10,-0.69
KS,1995-11,-1.13
KS,1995-12,-1.21
KS,1996-01,-1.37
KS,1996-02,-1.84
KS,1996-03,-1.94
KS,1996-04,-2.25
KS,1996-05,0.13
KS,1996-06,0.0
KS,1996-07,0.32
KS,1996-08,1.37
KS,1996-09,2.07
KS,1996-10,1.84
KS,1996-11,2.61
KS,1996-12,2.16
KS,1997-01,1.84
KS,1997-02,2.63
KS,1997-03,1.86
KS,1997-04,2.18
KS,1997-05,2.09
KS,1997-06,2.2
KS,1997-07,2.38
KS,1997-08,3.19
KS,1997-09,3.02
KS,1997-10,3.37
KS,1997-11,3.08
KS,1997-12,3.73
KS,1998-01,3.6
KS,1998-02,3.51
KS,1998-03,4.17
KS,1998-04,3.86
KS,1998-05,2.63
KS,1998-06,2.02
KS,1998-07,2.86
KS,1998-08,2.24
KS,1998-09,1.88
KS,1998-10,2.62
KS,1998-11,3.75
KS,1998-12,3.47
KS,1999-01,3.84
KS,1999-02,3.32
KS,1999-03,3.18
KS,1999-04,4.26
KS,1999-05,4.29
KS,1999-06,4.6
KS,1999-07,4.32
KS,1999-08,4.15
KS,1999-09,4.1
KS,1999-10,-0.55
KS,1999-11,-1.03
KS,1999-12,-0.85
KS,2000-01,-1.01
KS,2000-02,0.21
KS,2000-03,1.09
KS,2000-04,-0.42
KS,2000-05,-0.91
KS,2000-06,-0.6
KS,2000-07,-0.2
KS,2000-08,-1.36
KS,2000-09,-2.18
KS,2000-10,0.69
KS,2000-11,0.71
KS,2000-12,0.42
KS,2001-01,0.73
KS,2001-02,1.73
KS,2001-03,1.64
KS,2001-04,1.04
KS,2001-05,1.58
KS,2001-06,1.57
KS,2001-07,1.8
KS,2001-08,-0.23
KS,2001-09,0.33
KS,2001-10,-0.37
KS,2001-11,-0.98
KS,2001-12,-1.45
KS,2002-01,-1.29
KS,2002-02,-1.6
KS,2002-03,-2.1
KS,2002-04,-2.12
KS,2002-05,-2.06
KS,2002-06,-2.64
KS,2002-07,-3.37
KS,2002-08,-3.37
KS,2002-09,-3.79
KS,2002-10,-2.18
KS,2002-11,-2.41
KS,2002-12,-2.46
KS,2003-01,-2.6
KS,2003-02,-2.19
KS,2003-03,-1.89
KS,2003-04,-1.41
KS,2003-05,-1.29
KS,2003-06,-0.86
KS,2003-07,-1.46
KS,2003-08,-1.11
KS,2003-09,-1.05
KS,2003-10,-1.42
KS,2003-11,-1.71
KS,2003-12,-1.56
KS,2004-01,-1.49
KS,2004-02,-1.43
KS,2004-03,-0.96
KS,2004-04,-0.86
KS,2004-05,-1.55
KS,2004-06,0.5
KS,2004-07,1.57
KS,2004-08,1.63
KS,2004-09,1.23
KS,2004-10,1.26
KS,2004-11,1.71
KS,2004-12,1.27
KS,2005-01,1.92
KS,2005-02,2.27
KS,2005-03,2.02
KS,2005-04,1.65
KS,2005-05,1.36
KS,2005-06,2.06
KS,2005-07,2.27
KS,2005-08,3.26
KS,2005-09,-0.42
KS,2005-10,-0.06
KS,2005-11,-0.38
KS,2005-12,-0.56
KS,2006-01,-0.97
KS,2006-02,-1.44
KS,2006-03,-1.5
KS,2006-04,-1.67
KS,2006-05,-2.26
KS,2006-06,-2.69
KS,2006-07,-3.15
KS,2006-08,-2.44
KS,2006-09,-2.5
KS,2006-10,-2.19
KS,2006-11,-2.54
KS,2006-12,0.88
KS,2007-01,0.84
KS,2007-02,0.79
KS,2007-03,1.03
KS,2007-04,1.38
KS,2007-05,2.2
KS,2007-06,2.81
KS,2007-07,3.01
KS,2007-08,2.69
KS,2007-09,2.06
KS,2007-10,2.14
KS,2007-11,1.34
KS,2007-12,2.14
KS,2008-01,1.78
KS,2008-02,2.02
KS,2008-03,1.73
KS,2008-04,1.96
KS,2008-05,2.53
KS,2008-06,2.74
KS,2008-07,2.92
KS,2008-08,3.21
KS,2008-09,3.57
KS,2008-10,4.68
KS,2008-11,4.32
KS,2008-12,4.11
KS,2009-01,3.67
KS,2009-02,3.3
KS,2009-03,3.19
KS,2009-04,4.15
KS,2009-05,3.48
KS,2009-06,3.5
KS,2009-07,3.81
KS,2009-08,4.16
KS,2009-09,4.26
KS,2009-10,5.06
KS,2009-11,4.63
KS,2009-12,4.57
KS,2010-01,4.34
KS,2010-02,4.3
KS,2010-03,4.19
KS,2010-04,3.73
KS,2010-05,3.72
KS,2010-06,3.64
KS,2010-07,4.07
KS,2010-08,3.84
KS,2010-09,3.57
KS,2010-10,-0.62
KS,2010-11,-0.5
KS,2010-12,-0.85
KS,2011-01,-0.97
KS,2011-02,-0.75
KS,2011-03,-1.07
KS,2011-04,-1.29
KS,2011-05,-1.39
KS,2011-06,-1.96
KS,2011-07,-2.48
KS,2011-08,-2.6
KS,2011-09,-2.99
KS,2011-10,-3.0
KS,2011-11,-2.29
KS,2011-12,-1.26
KS,2012-01,-1.56
KS,2012-02,-0.89
KS,2012-03,-1.0
KS,2012-04,-0.84
KS,2012-05,-2.04
KS,2012-06,-2.8
KS,2012-07,-3.8
KS,2012-08,-3.9
KS,2012-09,-3.94
KS,2012-10,-3.93
KS,2012-11,-4.2
KS,2012-12,-4.24
KS,2013-01,-4.03
KS,2013-02,-3.41
KS,2013-03,-3.46
KS,2013-04,-2.86
KS,2013-05,-2.63
KS,2013-06,-2.93
KS,2013-07,-2.31
KS,2013-08,-1.29
KS,2013-09,-1.31
KS,2013-10,-0.83
KS,2013-11,-0.81
KS,2013-12,-0.99
KS,2014-01,-1.21
KS,2014-02,-1.16
KS,2014-03,-1.62
KS,2014-04,-1.87
KS,2014-05,-2.73
KS,2014-06,1.0
KS,2014-07,0.79
KS,2014-08,0.69
KS,2014-09,0.69
KS,2014-10,0.87
KS,2014-11,-0.4
KS,2014-12,-0.15
KS,2015-01,-0.39
KS,2015-02,-0.37
KS,2015-03,-1.12
KS,2015-04,-1.03
KS,2015-05,1.87
KS,2015-06,1.55
KS,2015-07,2.2
KS,2015-08,2.26
KS,2015-09,1.4
KS,2015-10,1.08
KS,2015-11,1.7
KS,2015-12,2.44
KY,1992-01,-1.76
KY,1992-02,-2.11
KY,1992-03,-1.77
KY,1992-04,-2.43
KY,1992-05,0.07
KY,1992-06,0.38
KY,1992-07,1.25
KY,1992-08,1.64
KY,1992-09,1.79
KY,1992-10,1.5
KY,1992-11,1.63
KY,1992-12,-0.18
KY,1993-01,-0.44
KY,1993-02,-0.33
KY,1993-03,-0.29
KY,1993-04,-0.3
KY,1993-05,-0.6
KY,1993-06,-0.15
KY,1993-07,-0.81
KY,1993-08,-0.78
KY,1993-09,0.3
KY,1993-10,0.94
KY,1993-11,1.27
KY,1993-12,1.37
KY,1994-01,1.51
KY,1994-02,1.75
KY,1994-03,2.45
KY,1994-04,2.68
KY,1994-05,-0.17
KY,1994-06,-0.44
KY,1994-07,-0.49
KY,1994-08,-0.41
KY,1994-09,-0.6
KY,1994-10,-0.7
KY,1994-11,-1.01
KY,1994-12,-1.26
KY,1995-01,-0.9
KY,1995-02,-1.01
KY,1995-03,-1.61
KY,1995-04,-1.59
KY,1995-05,1.62
KY,1995-06,1.62
KY,1995-07,-0.51
KY,1995-08,-0.78
KY,1995-09,-0.93
KY,1995-10,0.69
KY,1995-11,0.74
KY,1995-12,0.33
KY,1996-01,0.57
KY,1996-02,0.09
KY,1996-03,0.35
KY,1996-04,0.94
KY,1996-05,1.66
KY,1996-06,1.81
KY,1996-07,2.29
KY,1996-08,1.79
KY,1996-09,2.97
KY,1996-10,3.12
KY,1996-11,3.72
KY,1996-12,3.71
KY,1997-01,3.17
KY,1997-02,2.61
KY,1997-03,4.45
KY,1997-04,3.59
KY,1997-05,3.84
KY,1997-06,4.74
KY,1997-07,-0.78
KY,1997-08,-0.81
KY,1997-09,-1.06
KY,1997-10,-1.34
KY,1997-11,-1.5
KY,1997-12,-1.74
KY,1998-01,-1.72
KY,1998-02,-1.81
KY,1998-03,-2.19
KY,1998-04,1.36
KY,1998-05,1.3
KY,1998-06,2.95
KY,1998-07,2.91
KY,1998-08,-0.5
KY,1998-09,-1.53
KY,1998-10,-1.63
KY,1998-11,-2.37
KY,1998-12,-2.27
KY,1999-01,-1.24
KY,1999-02,-1.47
KY,1999-03,-1.67
KY,1999-04,-1.88
KY,1999-05,-2.19
KY,1999-06,-1.8
KY,1999-07,-2.77
KY,1999-08,-3.47
KY,1999-09,-4.01
KY,1999-10,-3.75
KY,1999-11,-4.38
KY,1999-12,-4.58
KY,2000-01,-4.28
KY,2000-02,-3.63
KY,2000-03,-3.84
KY,2000-04,-3.21
KY,2000-05,-2.9
KY,2000-06,-2.48
KY,2000-07,-1.98
KY,2000-08,-1.58
KY,2000-09,-1.23
KY,2000-10,-1.87
KY,2000-11,-2.02
KY,2000-12,-1.83
KY,2001-01,-2.18
KY,2001-02,-1.86
KY,2001-03,-2.21
KY,2001-04,-3.05
KY,2001-05,-2.92
KY,2001-06,0.07
KY,2001-07,0.88
KY,2001-08,0.89
KY,2001-09,0.69
KY,2001-10,1.46
KY,2001-11,1.71
KY,2001-12,1.77
KY,2002-01,1.52
KY,2002-02,0.62
KY,2002-03,1.48
KY,2002-04,1.5
KY,2002-05,2.08
KY,2002-06,-0.19
KY,2002-07,-0.74
KY,2002-08,-1.51
KY,2002-09,0.85
KY,2002-10,1.93
KY,2002-11,2.07
KY,2002-12,2.33
KY,2003-01,1.51
KY,2003-02,2.48
KY,2003-03,1.2
KY,2003-04,1.51
KY,2003-05,2.18
KY,2003-06,2.94
KY,2003-07,2.84
KY,2003-08,3.15
KY,2003-09,4.0
KY,2003-10,3.85
KY,2003-11,4.32
KY,2003-12,3.83
KY,2004-01,3.43
KY,2004-02,2.72
KY,2004-03,2.13
KY,2004-04,2.1
KY,2004-05,2.95
KY,2004-06,2.67
KY,2004-07,2.86
KY,2004-08,2.98
KY,2004-09,3.02
KY,2004-10,3.64
KY,2004-11,4.18
KY,2004-12,4.15
KY,2005-01,3.94
KY,2005-02,-0.45
KY,2005-03,-0.66
KY,2005-04,-0.38
KY,2005-05,-0.84
KY,2005-06,-1.34
KY,2005-07,-1.53
KY,2005-08,-0.57
KY,2005-09,-1.44
KY,2005-10,-2.14
KY,2005-11,-2.57
KY,2005-12,-3.08
KY,2006-01,-2.56
KY,2006-02,-2.78
KY,2006-03,-2.94
KY,2006-04,-2.75
KY,2006-05,0.07
KY,2006-06,0.12
KY,2006-07,0.15
KY,2006-08,0.43
KY,2006-09,2.5
KY,2006-10,3.64
KY,2006-11,3.46
KY,2006-12,-0.26
KY,2007-01,-0.21
KY,2007-02,-0.58
KY,2007-03,-1.5
KY,2007-04,-1.35
KY,2007-05,-2.13
KY,2007-06,-2.45
KY,2007-07,-2.38
KY,2007-08,-3.54
KY,2007-09,-3.98
KY,2007-10,0.64
KY,2007-11,0.29
KY,2007-12,1.06
KY,2008-01,0.75
KY,2008-02,0.96
KY,2008-03,1.64
KY,2008-04,1.95
KY,2008-05,2.08
KY,2008-06,-0.36
KY,2008-07,-0.24
KY,2008-08,-1.04
KY,2008-09,-2.07
KY,2008-10,-2.24
KY,2008-11,-2.7
KY,2008-12,-2.05
KY,2009-01,-1.62
KY,2009-02,-1.9
KY,2009-03,-2.32
KY,2009-04,0.26
KY,2009-05,0.97
KY,2009-06,1.43
KY,2009-07,2.48
KY,2009-08,2.25
KY,2009-09,2.96
KY,2009-10,4.67
KY,2009-11,-0.56
KY,2009-12,-0.25
KY,2010-01,-0.33
KY,2010-02,-0.72
KY,2010-03,-1.4
KY,2010-04,-1.83
KY,2010-05,-0.5
KY,2010-06,-0.6
KY,2010-07,-0.63
KY,2010-08,-0.89
KY,2010-09,-1.5
KY,2010-10,-1.97
KY,2010-11,-1.77
KY,2010-12,-1.89
KY,2011-01,-2.22
KY,2011-02,0.37
KY,2011-03,0.52
KY,2011-04,3.35
KY,2011-05,3.81
KY,2011-06,3.85
KY,2011-07,3.11
KY,2011-08,2.19
KY,2011-09,3.0
KY,2011-10,3.01
KY,2011-11,4.09
KY,2011-12,4.09
KY,2012-01,-0.1
KY,2012-02,-0.64
KY,2012-03,-1.15
KY,2012-04,-1.8
KY,2012-05,-1.9
KY,2012-06,-2.66
KY,2012-07,-2.47
KY,2012-08,-2.59
KY,2012-09,0.98
KY,2012-10,1.19
KY,2012-11,0.51
KY,2012-12,0.9
KY,2013-01,1.28
KY,2013-02,0.65
KY,2013-03,0.83
KY,2013-04,1.08
KY,2013-05,0.98
KY,2013-06,1.7
KY,2013-07,2.51
KY,2013-08,2.69
KY,2013-09,2.68
KY,2013-10,3.05
KY,2013-11,3.1
KY,2013-12,3.66
KY,2014-01,2.82
KY,2014-02,2.85
KY,2014-03,2.22
KY,2014-04,2.79
KY,2014-05,2.19
KY,2014-06,1.86
KY,2014-07,1.53
KY,2014-08,2.05
KY,2014-09,1.46
KY,2014-10,2.54
KY,2014-11,2.36
KY,2014-12,2.03
KY,2015-01,1.24
KY,2015-02,1.03
KY,2015-03,1.51
KY,2015-04,2.86
KY,2015-05,1.87
KY,2015-06,2.09
KY,2015-07,3.85
KY,2015-08,3.54
KY,2015-09,3.06
KY,2015-10,3.37
KY,2015-11,3.4
KY,2015-12,3.8
LA,1992-01,3.49
LA,1992-02,3.61
LA,1992-03,3.33
LA,1992-04,2.86
LA,1992-05,2.13
LA,1992-06,2.79
LA,1992-07,2.53
LA,1992-08,3.1
LA,1992-09,3.06
LA,1992-10,2.63
LA,1992-11,3.49
LA,1992-12,3.05
LA,1993-01,3.33
LA,1993-02,2.5
LA,1993-03,2.65
LA,1993-04,3.23
LA,1993-05,2.9
LA,1993-06,3.33
LA,1993-07,-0.41
LA,1993-08,-0.94
LA,1993-09,-1.44
LA,1993-10,-0.93
LA,1993-11,-0.59
LA,1993-12,-1.0
LA,1994-01,-0.57
LA,1994-02,-0.79
LA,1994-03,-0.93
LA,1994-04,-0.88
LA,1994-05,0.48
LA,1994-06,0.62
LA,1994-07,1.15
LA,1994-08,1.11
LA,1994-09,0.86
LA,1994-10,1.81
LA,1994-11,-0.51
LA,1994-12,-0.64
LA,1995-01,-0.31
LA,1995-02,-0.86
LA,1995-03,1.08
LA,1995-04,1.93
LA,1995-05,2.01
LA,1995-06,-0.43
LA,1995-07,-0.27
LA,1995-08,-0.57
LA,1995-09,-1.14
LA,1995-10,-1.11
LA,1995-11,-0.96
LA,1995-12,-0.68
LA,1996-01,-0.94
LA,1996-02,-1.8
LA,1996-03,-2.01
LA,1996-04,-1.62
LA,1996-05,-2.44
LA,1996-06,0.29
LA,1996-07,0.14
LA,1996-08,0.74
LA,1996-09,1.27
LA,1996-10,1.75
LA,1996-11,1.49
LA,1996-12,1.03
LA,1997-01,1.03
LA,1997-02,2.05
LA,1997-03,1.54
LA,1997-04,2.33
LA,1997-05,2.48
LA,1997-06,2.58
LA,1997-07,2.1
LA,1997-08,1.6
LA,1997-09,0.8
LA,1997-10,0.9
LA,1997-11,1.09
LA,1997-12,1.16
LA,1998-01,2.92
LA,1998-02,3.01
LA,1998-03,2.79
LA,1998-04,-0.14
LA,1998-05,-1.63
LA,1998-06,-2.58
LA,1998-07,-3.4
LA,1998-08,-3.43
LA,1998-09,1.68
LA,1998-10,1.46
LA,1998-11,1.5
LA,1998-12,1.35
LA,1999-01,2.06
LA,1999-02,-1.17
LA,1999-03,-0.89
LA,1999-04,-1.47
LA,1999-05,-1.64
LA,1999-06,-0.9
LA,1999-07,-1.06
LA,1999-08,-2.08
LA,1999-09,-2.19
LA,1999-10,-1.99
LA,1999-11,-2.85
LA,1999-12,-3.09
LA,2000-01,-3.78
LA,2000-02,-4.71
LA,2000-03,-4.46
LA,2000-04,-3.92
LA,2000-05,-3.91
LA,2000-06,-3.38
LA,2000-07,-3.94
LA,2000-08,-4.7
LA,2000-09,-4.6
LA,2000-10,-4.8
LA,2000-11,1.74
LA,2000-12,1.32
LA,2001-01,1.38
LA,2001-02,0.76
LA,2001-03,2.08
LA,2001-04,-0.83
LA,2001-05,-1.86
LA,2001-06,1.92
LA,2001-07,1.51
LA,2001-08,1.98
LA,2001-09,2.65
LA,2001-10,3.11
LA,2001-11,3.22
LA,2001-12,0.0
LA,2002-01,-0.34
LA,2002-02,-0.79
LA,2002-03,-0.51
LA,2002-04,-0.82
LA,2002-05,-1.52
LA,2002-06,-1.37
LA,2002-07,-1.37
LA,2002-08,0.01
LA,2002-09,0.49
LA,2002-10,2.45
LA,2002-11,2.68
LA,2002-12,3.19
LA,2003-01,-1.04
LA,2003-02,-0.18
LA,2003-03,-0.64
LA,2003-04,-0.88
LA,2003-05,-1.73
LA,2003-06,0.86
LA,2003-07,1.03
LA,2003-08,0.9
LA,2003-09,1.1
LA,2003-10,-0.23
LA,2003-11,-0.09
LA,2003-12,-0.62
LA,2004-01,-0.56
LA,2004-02,1.26
LA,2004-03,-0.91
LA,2004-04,-0.84
LA,2004-05,1.34
LA,2004-06,3.18
LA,2004-07,2.68
LA,2004-08,2.22
LA,2004-09,1.17
LA,2004-10,1.78
LA,2004-11,2.79
LA,2004-12,-0.33
LA,2005-01,-0.81
LA,2005-02,-0.22
LA,2005-03,-0.64
LA,2005-04,-0.87
LA,2005-05,-1.25
LA,2005-06,-1.62
LA,2005-07,-1.64
LA,2005-08,-1.83
LA,2005-09,-1.46
LA,2005-10,-2.24
LA,2005-11,-2.7
LA,2005-12,-3.13
LA,2006-01,-3.32
LA,2006-02,-2.77
LA,2006-03,-3.29
LA,2006-04,-3.25
LA,2006-05,-3.68
LA,2006-06,-4.05
LA,2006-07,-3.85
LA,2006-08,-3.77
LA,2006-09,-3.79
LA,2006-10,1.72
LA,2006-11,1.21
LA,2006-12,1.85
LA,2007-01,2.24
LA,2007-02,-0.81
LA,2007-03,-1.9
LA,2007-04,-1.75
LA,2007-05,-1.77
LA,2007-06,0.14
LA,2007-07,1.23
LA,2007-08,-0.36
LA,2007-09,-0.1
LA,2007-10,-0.02
LA,2007-11,-0.4
LA,2007-12,-0.89
LA,2008-01,-0.83
LA,2008-02,-0.65
LA,2008-03,-1.04
LA,2008-04,-1.28
LA,2008-05,-0.98
LA,2008-06,-1.15
LA,2008-07,-2.07
LA,2008-08,0.77
LA,2008-09,2.26
LA,2008-10,-0.24
LA,2008-11,-0.27
LA,2008-12,-0.29
LA,2009-01,-1.01
LA,2009-02,-1.77
LA,2009-03,-1.07
LA,2009-04,-0.94
LA,2009-05,-1.01
LA,2009-06,-1.78
LA,2009-07,-1.52
LA,2009-08,-1.85
LA,2009-09,0.44
LA,2009-10,3.05
LA,2009-11,2.16
LA,2009-12,3.53
LA,2010-01,-0.38
LA,2010-02,0.0
LA,2010-03,-0.63
LA,2010-04,-1.44
LA,2010-05,-2.24
LA,2010-06,-2.56
LA,2010-07,-2.62
LA,2010-08,-2.23
LA,2010-09,-3.2
LA,2010-10,-3.57
LA,2010-11,-3.17
LA,2010-12,-3.84
LA,2011-01,-3.52
LA,2011-02,-3.96
LA,2011-03,-4.01
LA,2011-04,-4.29
LA,2011-05,-4.99
LA,2011-06,-5.35
LA,2011-07,-5.0
LA,2011-08,-5.91
LA,2011-09,-4.56
LA,2011-10,-4.64
LA,2011-11,-4.53
LA,2011-12,-4.15
LA,2012-01,-3.96
LA,2012-02,-2.88
LA,2012-03,-2.07
LA,2012-04,-1.94
LA,2012-05,-2.73
LA,2012-06,-2.82
LA,2012-07,0.47
LA,2012-08,1.76
LA,2012-09,2.24
LA,2012-10,1.79
LA,2012-11,0.98
LA,2012-12,0.94
LA,2013-01,2.39
LA,2013-02,2.54
LA,2013-03,-0.91
LA,2013-04,-0.23
LA,2013-05,-0.02
LA,2013-06,-0.02
LA,2013-07,-0.29
LA,2013-08,-0.88
LA,2013-09,-0.59
LA,2013-10,-0.4
LA,2013-11,-0.18
LA,2013-12,-0.57
LA,2014-01,-1.26
LA,2014-02,0.28
LA,2014-03,0.23
LA,2014-04,0.2
LA,2014-05,0.93
LA,2014-06,1.33
LA,2014-07,1.58
LA,2014-08,2.06
LA,2014-09,-0.19
LA,2014-10,-0.18
LA,2014-11,-0.3
LA,2014-12,-0.67
LA,2015-01,-0.35
LA,2015-02,-0.74
LA,2015-03,0.19
LA,2015-04,0.91
LA,2015-05,1.61
LA,2015-06,1.69
LA,2015-07,-0.81
LA,2015-08,-1.59
LA,2015-09,-2.13
LA,2015-10,0.93
LA,2015-11,1.99
LA,2015-12,1.69
MA,1992-01,-0.5
MA,1992-02,-0.94
MA,1992-03,-0.76
MA,1992-04,-1.0
MA,1992-05,-1.54
MA,1992-06,0.55
MA,1992-07,0.74
MA,1992-08,1.55
MA,1992-09,1.45
MA,1992-10,1.2
MA,1992-11,1.49
MA,1992-12,2.15
MA,1993-01,1.48
MA,1993-02,1.47
MA,1993-03,2.42
MA,1993-04,2.58
MA,1993-05,-1.0
MA,1993-06,-1.57
MA,1993-07,-2.07
MA,1993-08,-2.84
MA,1993-09,0.18
MA,1993-10,0.27
MA,1993-11,0.26
MA,1993-12,0.87
MA,1994-01,1.33
MA,1994-02,0.87
MA,1994-03,1.74
MA,1994-04,-0.54
MA,1994-05,-0.2
MA,1994-06,-0.7
MA,1994-07,-0.85
MA,1994-08,0.55
MA,1994-09,0.78
MA,1994-10,-0.82
MA,1994-11,-0.96
MA,1994-12,-0.43
MA,1995-01,-0.36
MA,1995-02,-0.54
MA,1995-03,-1.11
MA,1995-04,-1.57
MA,1995-05,-1.73
MA,1995-06,-2.05
MA,1995-07,-2.21
MA,1995-08,-2.8
MA,1995-09,-2.83
MA,1995-10,1.44
MA,1995-11,2.03
MA,1995-12,1.36
MA,1996-01,2.3
MA,1996-02,1.98
MA,1996-03,1.51
MA,1996-04,2.51
MA,1996-05,2.38
MA,1996-06,1.83
MA,1996-07,2.84
MA,1996-08,2.23
MA,1996-09,3.24
MA,1996-10,4.65
MA,1996-11,4.0
MA,1996-12,4.66
MA,1997-01,-0.1
MA,1997-02,-0.62
MA,1997-03,0.22
MA,1997-04,0.76
MA,1997-05,0.69
MA,1997-06,-0.87
MA,1997-07,-1.08
MA,1997-08,-0.81
MA,1997-09,-1.47
MA,1997-10,-1.97
MA,1997-11,0.55
MA,1997-12,0.28
MA,1998-01,1.04
MA,1998-02,1.45
MA,1998-03,1.65
MA,1998-04,1.27
MA,1998-05,1.39
MA,1998-06,3.27
MA,1998-07,-0.21
MA,1998-08,-0.61
MA,1998-09,-1.16
MA,1998-10,-0.7
MA,1998-11,-1.27
MA,1998-12,-2.0
MA,1999-01,1.0
MA,1999-02,1.06
MA,1999-03,1.28
MA,1999-04,-1.2
MA,1999-05,-1.07
MA,1999-06,-1.91
MA,1999-07,-2.33
MA,1999-08,-2.68
MA,1999-09,1.41
MA,1999-10,1.9
MA,1999-11,-0.46
MA,1999-12,-0.96
MA,2000-01,-0.92
MA,2000-02,0.07
MA,2000-03,0.05
MA,2000-04,0.82
MA,2000-05,0.77
MA,2000-06,1.59
MA,2000-07,2.36
MA,2000-08,2.31
MA,2000-09,2.16
MA,2000-10,-0.21
MA,2000-11,-0.33
MA,2000-12,-0.1
MA,2001-01,-0.63
MA,2001-02,-0.77
MA,2001-03,1.91
MA,2001-04,-0.91
MA,2001-05,-1.16
MA,2001-06,0.67
MA,2001-07,0.69
MA,2001-08,-0.18
MA,2001-09,-0.3
MA,2001-10,-1.24
MA,2001-11,-2.5
MA,2001-12,-2.96
MA,2002-01,-3.05
MA,2002-02,-3.19
MA,2002-03,-2.81
MA,2002-04,-2.75
MA,2002-05,-1.82
MA,2002-06,-1.28
MA,2002-07,-1.75
MA,2002-08,-2.14
MA,2002-09,-2.04
MA,2002-10,0.18
MA,2002-11,0.77
MA,2002-12,1.23
MA,2003-01,0.79
MA,2003-02,1.08
MA,2003-03,1.18
MA,2003-04,1.23
MA,2003-05,1.31
MA,2003-06,1.87
