State,year_month,pdsi
SC,1999-03,-2.69
SC,1999-04,-2.37
SC,1999-05,-2.46
SC,1999-06,-1.98
SC,1999-07,-2.33
SC,1999-08,-3.06
SC,1999-09,-2.0
SC,1999-10,-1.32
SC,1999-11,-1.46
SC,1999-12,-1.57
SC,2000-01,-0.62
SC,2000-02,-1.36
SC,2000-03,-1.47
SC,2000-04,-1.44
SC,2000-05,-2.36
SC,2000-06,-2.69
SC,2000-07,-2.8
SC,2000-08,-3.07
SC,2000-09,-1.77
SC,2000-10,-2.39
SC,2000-11,-1.87
SC,2000-12,-2.02
SC,2001-01,-2.34
SC,2001-02,-2.67
SC,2001-03,-1.75
SC,2001-04,-2.5
SC,2001-05,-2.8
SC,2001-06,-2.38
SC,2001-07,-2.18
SC,2001-08,-2.92
SC,2001-09,-2.8
SC,2001-10,-3.23
SC,2001-11,-3.92
SC,2001-12,-4.86
SC,2002-01,-4.93
SC,2002-02,-5.31
SC,2002-03,-4.82
SC,2002-04,-5.15
SC,2002-05,-4.7
SC,2002-06,-4.8
SC,2002-07,-5.3
SC,2002-08,-4.82
SC,2002-09,0.09
SC,2002-10,0.44
SC,2002-11,1.05
SC,2002-12,1.55
SC,2003-01,0.81
SC,2003-02,0.86
SC,2003-03,1.6
SC,2003-04,2.43
SC,2003-05,2.98
SC,2003-06,3.52
SC,2003-07,4.31
SC,2003-08,0.01
SC,2003-09,-0.14
SC,2003-10,0.24
SC,2003-11,-0.47
SC,2003-12,-0.64
SC,2004-01,-1.18
SC,2004-02,-0.55
SC,2004-03,-1.68
SC,2004-04,-2.1
SC,2004-05,-2.5
SC,2004-06,0.35
SC,2004-07,0.04
SC,2004-08,0.63
SC,2004-09,1.97
SC,2004-10,-0.38
SC,2004-11,-0.27
SC,2004-12,-0.5
SC,2005-01,-1.07
SC,2005-02,-0.02
SC,2005-03,0.18
SC,2005-04,0.01
SC,2005-05,0.24
SC,2005-06,1.21
SC,2005-07,1.27
SC,2005-08,-0.04
SC,2005-09,-1.2
SC,2005-10,0.33
SC,2005-11,0.37
SC,2005-12,0.65
SC,2006-01,-0.26
SC,2006-02,-0.5
SC,2006-03,-1.44
SC,2006-04,-1.8
SC,2006-05,-1.97
SC,2006-06,-1.0
SC,2006-07,-1.61
SC,2006-08,-1.75
SC,2006-09,0.08
SC,2006-10,0.12
SC,2006-11,0.88
SC,2006-12,0.91
SC,2007-01,-0.07
SC,2007-02,-0.44
SC,2007-03,-1.13
SC,2007-04,-1.26
SC,2007-05,-1.86
SC,2007-06,-1.7
SC,2007-07,-2.02
SC,2007-08,-3.01
SC,2007-09,-3.63
SC,2007-10,-3.73
SC,2007-11,-4.36
SC,2007-12,-4.05
SC,2008-01,-4.02
SC,2008-02,-3.66
SC,2008-03,-3.61
SC,2008-04,-3.29
SC,2008-05,-3.19
SC,2008-06,-3.81
SC,2008-07,-3.89
SC,2008-08,0.36
SC,2008-09,0.22
SC,2008-10,0.71
SC,2008-11,1.24
SC,2008-12,-0.13
SC,2009-01,-0.65
SC,2009-02,-1.18
SC,2009-03,0.2
SC,2009-04,0.21
SC,2009-05,0.93
SC,2009-06,-0.13
SC,2009-07,-0.4
SC,2009-08,-1.02
SC,2009-09,-1.44
SC,2009-10,0.49
SC,2009-11,1.08
SC,2009-12,2.74
SC,2010-01,2.99
SC,2010-02,-0.04
SC,2010-03,-0.4
SC,2010-04,-1.21
SC,2010-05,-1.4
SC,2010-06,-1.74
SC,2010-07,-2.08
SC,2010-08,-2.02
SC,2010-09,-1.88
SC,2010-10,-2.33
SC,2010-11,-2.83
SC,2010-12,-3.37
SC,2011-01,-3.87
SC,2011-02,-3.9
SC,2011-03,-3.39
SC,2011-04,-3.36
SC,2011-05,-3.32
SC,2011-06,-3.92
SC,2011-07,-4.44
SC,2011-08,-4.75
SC,2011-09,-4.48
SC,2011-10,-4.35
SC,2011-11,-4.14
SC,2011-12,-4.68
SC,2012-01,-5.06
SC,2012-02,-5.35
SC,2012-03,-5.41
SC,2012-04,-5.25
SC,2012-05,0.63
SC,2012-06,0.71
SC,2012-07,0.58
SC,2012-08,1.34
SC,2012-09,-0.29
SC,2012-10,-0.6
SC,2012-11,-0.92
SC,2012-12,-0.69
SC,2013-01,-1.14
SC,2013-02,0.82
SC,2013-03,0.57
SC,2013-04,0.99
SC,2013-05,1.01
SC,2013-06,2.12
SC,2013-07,3.69
SC,2013-08,4.02
SC,2013-09,-0.38
SC,2013-10,-0.87
SC,2013-11,0.19
SC,2013-12,0.78
SC,2014-01,0.63
SC,2014-02,0.38
SC,2014-03,0.43
SC,2014-04,0.64
SC,2014-05,0.63
SC,2014-06,-0.34
SC,2014-07,-0.57
SC,2014-08,-0.86
SC,2014-09,-0.49
SC,2014-10,-0.87
SC,2014-11,0.63
SC,2014-12,0.77
SC,2015-01,0.69
SC,2015-02,0.83
SC,2015-03,-0.47
SC,2015-04,-0.16
SC,2015-05,-0.95
SC,2015-06,-1.41
SC,2015-07,-2.24
SC,2015-08,-2.14
SC,2015-09,-2.09
SC,2015-10,2.77
SC,2015-11,4.16
SC,2015-12,4.65
SD,1992-01,-0.22
SD,1992-02,-0.05
SD,1992-03,-0.34
SD,1992-04,-0.89
SD,1992-05,-1.92
SD,1992-06,0.3
SD,1992-07,1.79
SD,1992-08,2.28
SD,1992-09,2.08
SD,1992-10,1.56
SD,1992-11,1.97
SD,1992-12,1.81
SD,1993-01,1.77
SD,1993-02,1.91
SD,1993-03,1.83
SD,1993-04,2.13
SD,1993-05,2.37
SD,1993-06,3.88
SD,1993-07,6.74
SD,1993-08,7.31
SD,1993-09,7.36
SD,1993-10,6.56
SD,1993-11,6.73
SD,1993-12,6.54
SD,1994-01,6.49
SD,1994-02,6.37
SD,1994-03,5.62
SD,1994-04,5.64
SD,1994-05,4.26
SD,1994-06,3.71
SD,1994-07,4.44
SD,1994-08,4.27
SD,1994-09,3.7
SD,1994-10,4.62
SD,1994-11,4.3
SD,1994-12,3.96
SD,1995-01,3.61
SD,1995-02,3.3
SD,1995-03,3.92
SD,1995-04,5.15
SD,1995-05,6.76
SD,1995-06,6.4
SD,1995-07,6.86
SD,1995-08,6.64
SD,1995-09,6.35
SD,1995-10,7.46
SD,1995-11,6.87
SD,1995-12,6.13
SD,1996-01,6.18
SD,1996-02,5.63
SD,1996-03,5.32
SD,1996-04,4.66
SD,1996-05,6.21
SD,1996-06,5.11
SD,1996-07,4.75
SD,1996-08,4.2
SD,1996-09,5.88
SD,1996-10,6.6
SD,1996-11,6.74
SD,1996-12,7.09
SD,1997-01,7.52
SD,1997-02,7.55
SD,1997-03,7.07
SD,1997-04,7.71
SD,1997-05,7.54
SD,1997-06,6.89
SD,1997-07,8.01
SD,1997-08,7.99
SD,1997-09,7.31
SD,1997-10,7.09
SD,1997-11,6.22
SD,1997-12,5.34
SD,1998-01,4.89
SD,1998-02,4.69
SD,1998-03,4.94
SD,1998-04,4.29
SD,1998-05,3.66
SD,1998-06,4.31
SD,1998-07,4.57
SD,1998-08,5.05
SD,1998-09,3.85
SD,1998-10,6.67
SD,1998-11,6.77
SD,1998-12,6.13
SD,1999-01,5.96
SD,1999-02,5.5
SD,1999-03,5.02
SD,1999-04,5.73
SD,1999-05,6.01
SD,1999-06,6.54
SD,1999-07,6.95
SD,1999-08,7.44
SD,1999-09,7.86
SD,1999-10,6.69
SD,1999-11,5.28
SD,1999-12,4.51
SD,2000-01,4.04
SD,2000-02,3.89
SD,2000-03,3.31
SD,2000-04,3.48
SD,2000-05,3.43
SD,2000-06,2.94
SD,2000-07,2.95
SD,2000-08,2.2
SD,2000-09,1.2
SD,2000-10,1.06
SD,2000-11,2.07
SD,2000-12,1.88
SD,2001-01,2.17
SD,2001-02,2.43
SD,2001-03,1.97
SD,2001-04,3.07
SD,2001-05,2.81
SD,2001-06,2.71
SD,2001-07,3.78
SD,2001-08,-0.61
SD,2001-09,-0.4
SD,2001-10,-0.47
SD,2001-11,-0.35
SD,2001-12,-0.75
SD,2002-01,-0.88
SD,2002-02,-1.2
SD,2002-03,-1.3
SD,2002-04,-1.7
SD,2002-05,-2.05
SD,2002-06,-3.43
SD,2002-07,-4.35
SD,2002-08,-3.48
SD,2002-09,-3.35
SD,2002-10,-2.41
SD,2002-11,-2.71
SD,2002-12,-2.73
SD,2003-01,-2.51
SD,2003-02,-2.24
SD,2003-03,-2.24
SD,2003-04,-2.13
SD,2003-05,-1.88
SD,2003-06,-1.49
SD,2003-07,-2.02
SD,2003-08,-2.98
SD,2003-09,-2.58
SD,2003-10,-2.81
SD,2003-11,-2.43
SD,2003-12,-2.42
SD,2004-01,-2.35
SD,2004-02,-2.27
SD,2004-03,-2.18
SD,2004-04,-2.98
SD,2004-05,0.33
SD,2004-06,-0.29
SD,2004-07,-0.24
SD,2004-08,-0.41
SD,2004-09,1.52
SD,2004-10,2.25
SD,2004-11,-0.29
SD,2004-12,-0.62
SD,2005-01,-0.62
SD,2005-02,-0.69
SD,2005-03,-1.11
SD,2005-04,-1.24
SD,2005-05,0.65
SD,2005-06,1.43
SD,2005-07,-0.23
SD,2005-08,-0.31
SD,2005-09,-0.07
SD,2005-10,-0.31
SD,2005-11,0.18
SD,2005-12,0.46
SD,2006-01,-0.13
SD,2006-02,-0.35
SD,2006-03,-0.1
SD,2006-04,-0.16
SD,2006-05,-1.19
SD,2006-06,-2.32
SD,2006-07,-3.86
SD,2006-08,0.15
SD,2006-09,1.5
SD,2006-10,1.11
SD,2006-11,0.68
SD,2006-12,0.81
SD,2007-01,0.4
SD,2007-02,0.63
SD,2007-03,0.75
SD,2007-04,0.94
SD,2007-05,1.69
SD,2007-06,-0.06
SD,2007-07,-0.86
SD,2007-08,1.17
SD,2007-09,0.88
SD,2007-10,1.82
SD,2007-11,-0.51
SD,2007-12,-0.3
SD,2008-01,-0.49
SD,2008-02,-0.59
SD,2008-03,-0.69
SD,2008-04,0.0
SD,2008-05,1.01
SD,2008-06,2.13
SD,2008-07,2.96
SD,2008-08,2.91
SD,2008-09,3.19
SD,2008-10,4.29
SD,2008-11,4.48
SD,2008-12,4.52
SD,2009-01,4.28
SD,2009-02,4.66
SD,2009-03,5.38
SD,2009-04,5.46
SD,2009-05,4.38
SD,2009-06,4.37
SD,2009-07,5.25
SD,2009-08,6.05
SD,2009-09,5.52
SD,2009-10,7.56
SD,2009-11,6.41
SD,2009-12,6.81
SD,2010-01,6.66
SD,2010-02,6.54
SD,2010-03,6.49
SD,2010-04,6.36
SD,2010-05,6.72
SD,2010-06,7.26
SD,2010-07,8.27
SD,2010-08,8.42
SD,2010-09,9.16
SD,2010-10,8.19
SD,2010-11,7.28
SD,2010-12,7.2
SD,2011-01,7.17
SD,2011-02,7.34
SD,2011-03,7.16
SD,2011-04,7.24
SD,2011-05,8.07
SD,2011-06,8.31
SD,2011-07,8.8
SD,2011-08,8.85
SD,2011-09,-0.37
SD,2011-10,-0.43
SD,2011-11,-0.72
SD,2011-12,-0.84
SD,2012-01,-0.77
SD,2012-02,-0.05
SD,2012-03,-1.65
SD,2012-04,-1.4
SD,2012-05,-1.45
SD,2012-06,-2.39
SD,2012-07,-3.43
SD,2012-08,-4.24
SD,2012-09,-5.05
SD,2012-10,-4.73
SD,2012-11,-4.69
SD,2012-12,-4.14
SD,2013-01,-3.81
SD,2013-02,-3.37
SD,2013-03,-3.51
SD,2013-04,0.53
SD,2013-05,1.74
SD,2013-06,1.66
SD,2013-07,2.0
SD,2013-08,2.27
SD,2013-09,2.19
SD,2013-10,5.12
SD,2013-11,4.68
SD,2013-12,4.84
SD,2014-01,4.49
SD,2014-02,4.29
SD,2014-03,4.29
SD,2014-04,4.49
SD,2014-05,4.2
SD,2014-06,5.6
SD,2014-07,5.17
SD,2014-08,6.68
SD,2014-09,6.39
SD,2014-10,5.34
SD,2014-11,4.93
SD,2014-12,4.76
SD,2015-01,4.23
SD,2015-02,3.75
SD,2015-03,2.43
SD,2015-04,1.25
SD,2015-05,2.89
SD,2015-06,3.08
SD,2015-07,3.67
SD,2015-08,4.71
SD,2015-09,4.13
SD,2015-10,3.83
SD,2015-11,3.68
SD,2015-12,4.09
TN,1992-01,-0.5
TN,1992-02,-0.94
TN,1992-03,-0.91
TN,1992-04,-1.63
TN,1992-05,-1.74
TN,1992-06,0.99
TN,1992-07,1.37
TN,1992-08,2.02
TN,1992-09,2.52
TN,1992-10,2.51
TN,1992-11,2.56
TN,1992-12,-0.01
TN,1993-01,-0.33
TN,1993-02,-0.79
TN,1993-03,-0.64
TN,1993-04,-0.5
TN,1993-05,-0.26
TN,1993-06,-0.39
TN,1993-07,-1.41
TN,1993-08,-1.48
TN,1993-09,-1.13
TN,1993-10,-1.18
TN,1993-11,-1.31
TN,1993-12,0.54
TN,1994-01,0.82
TN,1994-02,1.43
TN,1994-03,2.63
TN,1994-04,3.03
TN,1994-05,2.75
TN,1994-06,3.16
TN,1994-07,3.39
TN,1994-08,3.43
TN,1994-09,3.18
TN,1994-10,3.22
TN,1994-11,-0.04
TN,1994-12,-0.48
TN,1995-01,-0.28
TN,1995-02,-0.78
TN,1995-03,-1.25
TN,1995-04,-1.5
TN,1995-05,0.56
TN,1995-06,0.83
TN,1995-07,0.68
TN,1995-08,0.83
TN,1995-09,0.81
TN,1995-10,1.47
TN,1995-11,2.11
TN,1995-12,1.45
TN,1996-01,1.55
TN,1996-02,0.86
TN,1996-03,1.06
TN,1996-04,1.05
TN,1996-05,1.01
TN,1996-06,1.21
TN,1996-07,2.03
TN,1996-08,1.92
TN,1996-09,3.04
TN,1996-10,3.05
TN,1996-11,3.8
TN,1996-12,3.73
TN,1997-01,3.37
TN,1997-02,2.94
TN,1997-03,3.7
TN,1997-04,3.46
TN,1997-05,3.64
TN,1997-06,4.79
TN,1997-07,3.68
TN,1997-08,3.41
TN,1997-09,3.48
TN,1997-10,3.28
TN,1997-11,2.71
TN,1997-12,2.07
TN,1998-01,1.95
TN,1998-02,1.66
TN,1998-03,1.21
TN,1998-04,2.62
TN,1998-05,2.29
TN,1998-06,3.53
TN,1998-07,3.94
TN,1998-08,-0.08
TN,1998-09,-0.99
TN,1998-10,-1.28
TN,1998-11,-2.13
TN,1998-12,0.33
TN,1999-01,1.28
TN,1999-02,-0.53
TN,1999-03,-0.64
TN,1999-04,-0.91
TN,1999-05,-0.85
TN,1999-06,-0.12
TN,1999-07,-0.37
TN,1999-08,-1.21
TN,1999-09,-1.95
TN,1999-10,-2.06
TN,1999-11,-2.53
TN,1999-12,-2.94
TN,2000-01,-3.04
TN,2000-02,-3.15
TN,2000-03,-3.27
TN,2000-04,-2.06
TN,2000-05,-1.92
TN,2000-06,-1.61
TN,2000-07,-1.92
TN,2000-08,-2.26
TN,2000-09,-2.14
TN,2000-10,-3.09
TN,2000-11,-2.74
TN,2000-12,-2.76
TN,2001-01,-2.77
TN,2001-02,-1.87
TN,2001-03,-2.24
TN,2001-04,-2.74
TN,2001-05,-0.02
TN,2001-06,0.29
TN,2001-07,0.52
TN,2001-08,0.82
TN,2001-09,0.96
TN,2001-10,1.6
TN,2001-11,1.98
TN,2001-12,1.92
TN,2002-01,2.16
TN,2002-02,1.14
TN,2002-03,2.22
TN,2002-04,-0.89
TN,2002-05,-0.37
TN,2002-06,-0.91
TN,2002-07,-1.14
TN,2002-08,-1.36
TN,2002-09,1.14
TN,2002-10,1.88
TN,2002-11,1.97
TN,2002-12,2.32
TN,2003-01,1.36
TN,2003-02,2.82
TN,2003-03,1.5
TN,2003-04,1.54
TN,2003-05,3.14
TN,2003-06,3.46
TN,2003-07,3.8
TN,2003-08,3.91
TN,2003-09,4.57
TN,2003-10,4.05
TN,2003-11,4.2
TN,2003-12,3.53
TN,2004-01,2.73
TN,2004-02,2.58
TN,2004-03,1.97
TN,2004-04,1.98
TN,2004-05,1.88
TN,2004-06,2.43
TN,2004-07,2.54
TN,2004-08,2.85
TN,2004-09,3.09
TN,2004-10,3.67
TN,2004-11,4.18
TN,2004-12,4.33
TN,2005-01,-0.26
TN,2005-02,-0.48
TN,2005-03,-1.06
TN,2005-04,-0.35
TN,2005-05,-1.09
TN,2005-06,0.02
TN,2005-07,0.25
TN,2005-08,0.91
TN,2005-09,-0.36
TN,2005-10,-1.22
TN,2005-11,-1.53
TN,2005-12,-1.96
TN,2006-01,-1.48
TN,2006-02,-1.85
TN,2006-03,-2.42
TN,2006-04,-2.05
TN,2006-05,-1.86
TN,2006-06,-1.82
TN,2006-07,-1.97
TN,2006-08,-1.82
TN,2006-09,-1.13
TN,2006-10,-0.62
TN,2006-11,-0.57
TN,2006-12,-0.95
TN,2007-01,-1.11
TN,2007-02,-1.74
TN,2007-03,-2.89
TN,2007-04,-2.71
TN,2007-05,-3.42
TN,2007-06,-3.7
TN,2007-07,-3.8
TN,2007-08,-4.96
TN,2007-09,-4.96
TN,2007-10,-4.24
TN,2007-11,-4.18
TN,2007-12,-4.01
TN,2008-01,-3.99
TN,2008-02,-3.84
TN,2008-03,-3.11
TN,2008-04,-2.26
TN,2008-05,-1.75
TN,2008-06,-2.17
TN,2008-07,-2.23
TN,2008-08,-2.2
TN,2008-09,-2.91
TN,2008-10,-2.63
TN,2008-11,-2.94
TN,2008-12,-1.8
TN,2009-01,-1.68
TN,2009-02,-2.19
TN,2009-03,-2.32
TN,2009-04,0.0
TN,2009-05,1.31
TN,2009-06,1.01
TN,2009-07,2.09
TN,2009-08,2.04
TN,2009-09,3.28
TN,2009-10,4.7
TN,2009-11,-0.55
TN,2009-12,0.38
TN,2010-01,0.49
TN,2010-02,-0.41
TN,2010-03,-0.83
TN,2010-04,-1.39
TN,2010-05,1.39
TN,2010-06,-0.43
TN,2010-07,-0.67
TN,2010-08,-0.63
TN,2010-09,-1.23
TN,2010-10,-1.34
TN,2010-11,-1.0
TN,2010-12,-1.37
TN,2011-01,-1.67
TN,2011-02,-1.71
TN,2011-03,0.42
TN,2011-04,2.23
TN,2011-05,2.23
TN,2011-06,2.55
TN,2011-07,1.71
TN,2011-08,0.6
TN,2011-09,1.61
TN,2011-10,1.47
TN,2011-11,2.36
TN,2011-12,2.53
TN,2012-01,-0.09
TN,2012-02,-0.74
TN,2012-03,-1.28
TN,2012-04,-2.15
TN,2012-05,-2.65
TN,2012-06,-3.12
TN,2012-07,-2.82
TN,2012-08,-2.7
TN,2012-09,0.79
TN,2012-10,1.25
TN,2012-11,0.53
TN,2012-12,0.73
TN,2013-01,1.62
TN,2013-02,0.91
TN,2013-03,0.83
TN,2013-04,2.08
TN,2013-05,2.35
TN,2013-06,2.83
TN,2013-07,3.77
TN,2013-08,3.92
TN,2013-09,3.8
TN,2013-10,3.17
TN,2013-11,2.85
TN,2013-12,3.16
TN,2014-01,2.27
TN,2014-02,2.22
TN,2014-03,1.61
TN,2014-04,1.92
TN,2014-05,1.18
TN,2014-06,2.06
TN,2014-07,2.05
TN,2014-08,2.58
TN,2014-09,2.03
TN,2014-10,3.28
TN,2014-11,2.98
TN,2014-12,2.59
TN,2015-01,1.76
TN,2015-02,1.63
TN,2015-03,1.44
TN,2015-04,1.75
TN,2015-05,1.24
TN,2015-06,1.33
TN,2015-07,1.98
TN,2015-08,2.4
TN,2015-09,2.03
TN,2015-10,2.23
TN,2015-11,2.68
TN,2015-12,3.1
TX,1992-01,4.68
TX,1992-02,5.54
TX,1992-03,5.25
TX,1992-04,4.93
TX,1992-05,5.55
TX,1992-06,6.13
TX,1992-07,6.64
TX,1992-08,6.27
TX,1992-09,5.13
TX,1992-10,3.93
TX,1992-11,4.25
TX,1992-12,4.15
TX,1993-01,4.17
TX,1993-02,4.09
TX,1993-03,4.19
TX,1993-04,4.09
TX,1993-05,4.02
TX,1993-06,4.71
TX,1993-07,4.51
TX,1993-08,-0.46
TX,1993-09,-0.82
TX,1993-10,-0.46
TX,1993-11,-0.52
TX,1993-12,-0.71
TX,1994-01,-0.82
TX,1994-02,-0.89
TX,1994-03,-0.84
TX,1994-04,-0.89
TX,1994-05,-0.34
TX,1994-06,-0.83
TX,1994-07,-1.19
TX,1994-08,-1.33
TX,1994-09,-1.4
TX,1994-10,0.98
TX,1994-11,0.9
TX,1994-12,1.34
TX,1995-01,1.34
TX,1995-02,0.92
TX,1995-03,1.19
TX,1995-04,1.38
TX,1995-05,2.0
TX,1995-06,2.39
TX,1995-07,2.73
TX,1995-08,2.81
TX,1995-09,2.8
TX,1995-10,-0.55
TX,1995-11,-0.75
TX,1995-12,-0.9
TX,1996-01,-1.51
TX,1996-02,-2.44
TX,1996-03,-2.64
TX,1996-04,-2.99
TX,1996-05,-4.54
TX,1996-06,-4.78
TX,1996-07,-4.79
TX,1996-08,1.43
TX,1996-09,1.78
TX,1996-10,1.28
TX,1996-11,1.48
TX,1996-12,0.91
TX,1997-01,0.55
TX,1997-02,1.52
TX,1997-03,1.68
TX,1997-04,3.11
TX,1997-05,3.18
TX,1997-06,4.09
TX,1997-07,4.19
TX,1997-08,3.8
TX,1997-09,2.86
TX,1997-10,2.88
TX,1997-11,2.71
TX,1997-12,3.07
TX,1998-01,3.02
TX,1998-02,3.33
TX,1998-03,3.52
TX,1998-04,-0.46
TX,1998-05,-1.83
TX,1998-06,-2.98
TX,1998-07,-3.85
TX,1998-08,0.51
TX,1998-09,0.32
TX,1998-10,1.24
TX,1998-11,1.79
TX,1998-12,1.82
TX,1999-01,1.78
TX,1999-02,0.76
TX,1999-03,1.26
TX,1999-04,1.03
TX,1999-05,1.12
TX,1999-06,1.63
TX,1999-07,1.66
TX,1999-08,-0.57
TX,1999-09,-1.19
TX,1999-10,-1.54
TX,1999-11,-2.49
TX,1999-12,-2.71
TX,2000-01,-3.11
TX,2000-02,-3.76
TX,2000-03,-3.48
TX,2000-04,-3.57
TX,2000-05,-4.18
TX,2000-06,-3.47
TX,2000-07,-4.47
TX,2000-08,-5.32
TX,2000-09,-5.77
TX,2000-10,0.54
TX,2000-11,2.47
TX,2000-12,2.8
TX,2001-01,3.38
TX,2001-02,3.41
TX,2001-03,4.14
TX,2001-04,-0.63
TX,2001-05,-0.81
TX,2001-06,-0.94
TX,2001-07,-1.73
TX,2001-08,-1.1
TX,2001-09,-0.91
TX,2001-10,-1.11
TX,2001-11,-0.51
TX,2001-12,-0.22
TX,2002-01,-0.54
TX,2002-02,-0.73
TX,2002-03,-0.4
TX,2002-04,-0.75
TX,2002-05,-1.5
TX,2002-06,-1.87
TX,2002-07,0.83
TX,2002-08,0.36
TX,2002-09,0.25
TX,2002-10,1.75
TX,2002-11,1.93
TX,2002-12,2.76
TX,2003-01,2.4
TX,2003-02,2.85
TX,2003-03,-0.2
TX,2003-04,-0.78
TX,2003-05,-1.76
TX,2003-06,-1.17
TX,2003-07,-1.15
TX,2003-08,-1.26
TX,2003-09,-0.7
TX,2003-10,-0.61
TX,2003-11,-0.9
TX,2003-12,-1.51
TX,2004-01,-1.46
TX,2004-02,0.47
TX,2004-03,0.48
TX,2004-04,1.26
TX,2004-05,0.72
TX,2004-06,2.28
TX,2004-07,2.78
TX,2004-08,3.37
TX,2004-09,2.88
TX,2004-10,3.05
TX,2004-11,5.01
TX,2004-12,4.55
TX,2005-01,4.49
TX,2005-02,4.66
TX,2005-03,4.36
TX,2005-04,-0.5
TX,2005-05,-0.54
TX,2005-06,-1.09
TX,2005-07,-0.97
TX,2005-08,-0.37
TX,2005-09,-1.32
TX,2005-10,-1.35
TX,2005-11,-2.03
TX,2005-12,-2.63
TX,2006-01,-3.2
TX,2006-02,-3.55
TX,2006-03,-3.42
TX,2006-04,-4.1
TX,2006-05,-4.95
TX,2006-06,-5.56
TX,2006-07,-5.59
TX,2006-08,-5.28
TX,2006-09,0.14
TX,2006-10,0.69
TX,2006-11,0.01
TX,2006-12,0.26
TX,2007-01,1.23
TX,2007-02,0.68
TX,2007-03,1.84
TX,2007-04,1.92
TX,2007-05,2.96
TX,2007-06,4.21
TX,2007-07,6.44
TX,2007-08,7.7
TX,2007-09,-0.02
TX,2007-10,-0.55
TX,2007-11,-0.84
TX,2007-12,-1.12
TX,2008-01,-1.47
TX,2008-02,-1.92
TX,2008-03,-1.52
TX,2008-04,-1.63
TX,2008-05,-2.32
TX,2008-06,-3.07
TX,2008-07,-3.2
TX,2008-08,-1.82
TX,2008-09,-1.63
TX,2008-10,-1.58
TX,2008-11,-2.01
TX,2008-12,-2.6
TX,2009-01,-3.32
TX,2009-02,-4.18
TX,2009-03,-3.89
TX,2009-04,-3.36
TX,2009-05,-3.92
TX,2009-06,-4.72
TX,2009-07,-4.51
TX,2009-08,-4.7
TX,2009-09,0.54
TX,2009-10,1.78
TX,2009-11,1.44
TX,2009-12,1.82
TX,2010-01,2.29
TX,2010-02,2.98
TX,2010-03,2.97
TX,2010-04,3.03
TX,2010-05,2.35
TX,2010-06,2.13
TX,2010-07,3.17
TX,2010-08,-0.46
TX,2010-09,-0.02
TX,2010-10,-0.78
TX,2010-11,-1.25
TX,2010-12,-1.84
TX,2011-01,-1.96
TX,2011-02,-2.5
TX,2011-03,-3.39
TX,2011-04,-4.47
TX,2011-05,-5.39
TX,2011-06,-6.56
TX,2011-07,-7.33
TX,2011-08,-7.86
TX,2011-09,-8.06
TX,2011-10,-7.39
TX,2011-11,-7.08
TX,2011-12,-5.91
TX,2012-01,-5.17
TX,2012-02,-4.4
TX,2012-03,-3.53
TX,2012-04,-3.77
TX,2012-05,-3.84
TX,2012-06,-4.14
TX,2012-07,-3.94
TX,2012-08,-4.01
TX,2012-09,-3.31
TX,2012-10,-3.71
TX,2012-11,-4.38
TX,2012-12,-4.61
TX,2013-01,-4.08
TX,2013-02,-4.13
TX,2013-03,-4.31
TX,2013-04,-4.19
TX,2013-05,-4.48
TX,2013-06,-4.84
TX,2013-07,-4.4
TX,2013-08,-4.67
TX,2013-09,-3.95
TX,2013-10,-3.26
TX,2013-11,-2.77
TX,2013-12,-2.59
TX,2014-01,-2.94
TX,2014-02,-3.2
TX,2014-03,-3.1
TX,2014-04,-3.49
TX,2014-05,-3.06
TX,2014-06,-3.14
TX,2014-07,-3.02
TX,2014-08,-3.2
TX,2014-09,-2.72
TX,2014-10,-2.92
TX,2014-11,0.59
TX,2014-12,0.22
TX,2015-01,0.74
TX,2015-02,0.51
TX,2015-03,1.48
TX,2015-04,2.2
TX,2015-05,4.75
TX,2015-06,5.13
TX,2015-07,5.16
TX,2015-08,4.19
TX,2015-09,2.82
TX,2015-10,3.86
TX,2015-11,4.64
TX,2015-12,4.85
UT,1992-01,-1.59
UT,1992-02,-1.52
UT,1992-03,-1.4
UT,1992-04,-2.39
UT,1992-05,-2.19
UT,1992-06,-2.49
UT,1992-07,-2.42
UT,1992-08,-2.41
UT,1992-09,-2.65
UT,1992-10,0.06
UT,1992-11,0.06
UT,1992-12,0.29
UT,1993-01,1.79
UT,1993-02,3.03
UT,1993-03,3.08
UT,1993-04,2.64
UT,1993-05,2.91
UT,1993-06,3.21
UT,1993-07,3.13
UT,1993-08,3.08
UT,1993-09,2.33
UT,1993-10,2.74
UT,1993-11,0.01
UT,1993-12,-0.46
UT,1994-01,-0.98
UT,1994-02,-0.69
UT,1994-03,-1.34
UT,1994-04,-0.93
UT,1994-05,-1.29
UT,1994-06,-2.11
UT,1994-07,-3.05
UT,1994-08,-3.07
UT,1994-09,0.01
UT,1994-10,0.75
UT,1994-11,1.44
UT,1994-12,1.27
UT,1995-01,1.81
UT,1995-02,1.45
UT,1995-03,2.08
UT,1995-04,2.5
UT,1995-05,4.15
UT,1995-06,5.15
UT,1995-07,6.01
UT,1995-08,5.69
UT,1995-09,-0.17
UT,1995-10,-0.83
UT,1995-11,-1.53
UT,1995-12,-1.7
UT,1996-01,-1.44
UT,1996-02,-1.28
UT,1996-03,-1.38
UT,1996-04,-1.58
UT,1996-05,-1.47
UT,1996-06,-1.92
